Ottoneu ID,Fangraphs ID,Name,Birthday,Positions,Bats,Throws,FIP,wOBA vs LHB,wOBA vs RHB
18475,13339,Adrian Sampson,1991-10-07,SP/RP,R,R,5.2240989178419115,0.3610166286170942,0.3378597371907032
42340,31764,AJ Blubaugh,2000-07-04,SP/RP,R,R,4.389117820223305,0.32329262859661645,0.30703782527571294
40707,29960,AJ Smith-Shawver,2002-11-20,SP,R,R,3.746035531908274,0.305455632548251,0.2906296259480287
20720,17485,Albert Abreu,1995-09-26,RP,R,R,4.63907418102026,0.34177161008265605,0.32653231723460974
11026,6175,Albert Suarez,1989-10-08,SP/RP,R,R,4.042688727378845,0.3186742612282791,0.3081116921112638
37106,27451,Alec Marsh,1998-05-14,RP,R,R,4.455836319178343,0.33316504107306477,0.31715840739924805
30759,13834,Alec Mills,1991-11-30,RP,R,R,5.055705864727497,0.35727091608517103,0.3335775956999785
40323,29628,Alek Jacob,1998-06-16,RP,L,R,4.896174080031259,0.34421140693799074,0.3283183309923197
37807,26410,Alek Manoah,1998-01-09,SP/RP,R,R,4.756194899779736,0.34163323153588143,0.32565500476681875
14377,12890,Alex Claudio,1992-01-31,RP,L,L,4.667332810163498,0.30170405686067614,0.3679500970311327
17983,6562,Alex Cobb,1987-10-07,SP/RP,R,R,3.678441990911961,0.3052226090758088,0.3094646407339212
23858,19874,Alex Faedo,1995-11-12,RP,R,R,4.474573437869549,0.33078728112698275,0.31445994043567393
27164,19883,Alex Lange,1995-10-02,RP,R,R,3.956264306031741,0.31743193796836583,0.3031955321752808
35532,25007,Alex Vesia,1996-04-11,RP,L,L,3.714942900079196,0.27175057977532513,0.3043394997912304
18221,13781,Alex Wood,1991-01-12,RP,R,L,4.731812816858292,,0.344532705044534
30976,18333,Alex Young,1993-09-09,RP,L,L,4.348682717233896,0.3051216313675058,0.3341092648420406
22926,21132,Alexis Diaz,1996-09-28,RP,R,R,4.7413780957460405,0.33397577195869327,0.31844588790731854
35193,21238,Allan Winans,1995-08-10,SP/RP,R,R,4.1391710571944715,0.32295749254090383,0.3061059415894856
23566,14375,Amir Garrett,1992-05-03,RP,L,L,4.148982022702694,0.27255776928867176,0.34273877524801627
18543,18593,Anderson Espinoza,1998-03-09,RP,R,R,4.012541428953409,0.3231451835153441,0.3087507188843258
40201,29542,Andre Granillo,2000-05-12,RP,R,R,4.596176719665527,0.33409273671306616,0.31824926321982455
35919,21298,Andre Jackson,1996-05-01,RP,R,R,4.489371103048325,0.33982340749833956,0.32299801465675476
37599,26108,Andre Pallante,1998-09-18,SP,R,R,4.231624043416594,0.3351528936953062,0.3207634597431408
29497,14681,Andres Machado,1993-04-22,RP,R,R,3.906558618694544,0.314719845566258,0.3052258777614732
33259,20373,Andres Munoz,1999-01-16,RP,R,R,3.3110863089561464,0.30582307034242473,0.2642601456444983
40607,29911,Andrew Abbott,1999-06-01,SP,L,L,4.389135141997329,0.29078044700707667,0.3256136777530218
40609,29914,Andrew Alvarez,1999-06-13,SP,R,R,4.141264104050191,0.29517707076294963,0.33046030667167414
18157,12988,Andrew Chafin,1990-06-17,RP,R,L,4.080583167076111,0.2825692677191022,0.3379576465584916
18190,15423,Andrew Heaney,1991-06-05,SP,L,L,4.6013801850378515,,0.33823147411358406
40410,29633,Andrew Hoffmann,2000-02-02,RP,R,R,4.285358216212346,0.32511316278184466,0.3100240878247706
27995,12828,Andrew Kittredge,1990-03-17,RP,R,R,3.651103387276332,0.32162005701224194,0.2860928118137328
37639,25942,Andrew Nardi,1998-08-18,RP,L,L,3.670086680991309,0.27053096351450057,0.3030118933704602
37624,26203,Andrew Saalfrank,1997-08-18,RP,L,L,4.276476790010929,0.2987703349540496,0.3306507700493702
28856,18300,Andrew Suarez,1992-09-11,RP,L,L,4.5124830909073355,0.305159505855236,0.34245888178897405
25903,22717,Angel Zerpa,1999-09-27,RP,L,L,3.559151045481364,0.2808531057204756,0.31193588926946825
23630,14706,Anthony Banda,1993-08-10,RP,L,L,4.060204960618701,0.3015569257754382,0.3127055164738878
32871,19742,Anthony Bender,1995-02-03,RP,R,R,3.982894982666266,0.319114278203472,0.3046482590464869
18419,13050,Anthony DeSclafani,1990-04-18,SP/RP,R,R,4.26740241125226,0.3327366064084496,0.30647374055993154
4392,5097,Anthony Gose,1990-08-10,RP,L,L,3.75271989479661,0.27857090479943175,0.3109928079679547
33684,20387,Anthony Kay,1995-03-21,RP,L,L,4.172060883555807,0.3070187163885485,0.32687568991299576
37092,27453,Anthony Veneziano,1997-09-01,RP,L,L,4.4178432010114195,0.30326472455708153,0.33734820537981697
23757,15488,Antonio Senzatela,1995-01-21,SP/RP,R,R,4.60757167789008,0.33603197590480494,0.326654988956675
18121,12918,Archie Bradley,1992-08-10,RP,R,R,4.621264108270407,0.3316237440738287,0.3320920380249992
5644,10233,Aroldis Chapman,1988-02-28,RP,L,L,2.9058610339318554,0.24370393330105072,0.2796672776058428
22902,18251,Art Warren,1993-03-23,RP,R,R,5.05567681118846,0.3604625535655048,0.3258402980366444
30529,13801,Austin Adams,1991-05-05,RP,R,R,4.362252873182297,0.3438771507286491,0.30073682927853673
14680,17237,Austin Brice,1992-06-19,RP,R,R,4.853773557394743,0.35795337897923435,0.32082466941229937
35318,24604,Austin Cox,1997-03-28,RP,L,L,4.571531140059233,0.30781452633523465,0.34147543345903114
21083,17117,Austin Davis,1993-02-03,RP,L,L,4.600513499975205,0.3080062094182129,0.3346308603400917
20402,16561,Austin Gomber,1993-11-23,SP,L,L,4.859666671110016,0.3205315911154232,0.3437293431832133
19428,15290,Austin Pruitt,1989-08-31,RP,R,R,5.024944403022528,0.3389703236560227,0.3407568992838698
23605,15047,Austin Voth,1992-06-26,RP,R,R,4.442055542767048,0.3289131963357653,0.32142314936227534
34884,24937,Austin Warren,1996-02-05,RP,R,R,4.293380031378373,0.3265486713433861,0.3114031533186339
22725,20070,Bailey Falter,1997-04-24,SP,R,L,4.470893364327629,0.29491890114083746,0.33133694479130565
32966,21224,Bailey Ober,1995-07-12,SP,R,R,4.49228222377351,0.33050954252454245,0.31384243955521346
37405,26079,Beau Brieske,1998-04-05,RP,R,R,4.463691201210022,0.32966119383496134,0.31414957700505003
18567,18873,Beau Burrows,1996-09-18,RP,R,R,5.144471031427384,0.352812732606858,0.3354461394017981
27074,23590,Ben Brown,1999-09-09,SP/RP,R,R,3.388679083752925,0.2991027085779809,0.2829307667912253
40834,30085,Ben Casparius,1999-02-11,RP,R,R,4.264748048782349,0.32285466243486444,0.30744319204192394
42310,31461,Ben Joyce,2000-09-17,RP,R,R,3.4331667095422747,0.2975044113419323,0.2836613572436606
18332,14932,Ben Lively,1992-03-05,SP,R,R,5.108563975244761,0.35409011863993023,0.33826093355640807
35941,21345,Bennett Sousa,1995-04-06,RP,L,L,3.5763831441219036,0.2737501862261685,0.3058756371792151
18460,13543,Blake Snell,1992-12-04,SP,L,L,3.450994454502374,0.28662005328995116,0.29172071174595937
18414,12572,Blake Treinen,1988-06-30,RP,R,R,3.5871354193523013,0.3163218991483119,0.28254998073300874
38040,26270,Blake Walston,2001-06-28,RP,L,L,4.758822084218264,0.30647839073295663,0.3430853829688072
38335,27483,Bobby Miller,1999-04-05,SP/RP,L,R,4.015437438813123,0.31690514011711635,0.30224549644863385
32880,20548,Bowden Francis,1996-04-22,SP,R,R,4.7988739989697935,0.34132482937448916,0.3246801169875889
5010,9111,Brad Hand,1990-03-20,RP,L,L,4.41351258084178,0.2819373927023763,0.342830852574324
19378,15734,Brad Keller,1995-07-27,RP,R,R,4.00913260754417,0.323655214775254,0.30633144398799467
42798,31972,Brad Lord,2000-02-14,SP/RP,R,R,4.16644508399044,0.3189945677560867,0.30244157176627146
32961,20494,Braden Bristo,1994-11-01,RP,R,R,4.831215304136276,0.34161140160839093,0.3257039899790977
39557,29107,Bradgley Rodriguez,2003-11-16,RP,R,R,4.455239761792697,0.32729026973137976,0.3124754214217873
38036,26419,Bradley Blalock,2000-12-25,SP/RP,R,R,4.794749285624578,0.3427588742587424,0.327057154207422
37481,25582,Brady Basso,1997-10-08,RP,R,L,3.8634747147560122,0.28360431129648384,0.3161171390478818
33620,25377,Brady Singer,1996-08-04,SP,R,R,4.197968436426208,0.3272912052426567,0.31196075937772644
32620,21896,Brailyn Marquez,1999-01-30,RP,L,L,4.756886747479439,0.3104822209639421,0.343687717699405
31975,19866,Brandon Bielak,1996-04-02,RP,L,R,4.46086038723588,0.3358425310942784,0.32066150498038754
31913,23460,Brandon Hughes,1995-12-01,RP,B,L,4.7444995388388636,0.30760969068760724,0.3429479788415614
38699,27782,Brandon Pfaadt,1998-10-15,SP,R,R,4.228821383504757,0.3277675060589207,0.31193143284515135
44534,33850,Brandon Sproat,2000-09-17,SP/RP,R,R,4.276057617092835,0.3313801926367541,0.3151720769988324
37401,26056,Brandon Walter,1996-09-08,SP/RP,L,L,3.924253736436367,,0.3168702403724374
37811,25463,Brandon Williamson,1998-04-02,RP,R,L,4.4753072622534456,0.30135501799748604,0.33834999320172593
23693,16162,Brandon Woodruff,1993-02-10,SP,R,R,3.8252196292347156,0.31261195968577765,0.29031079598414533
38661,27819,Brandon Young,1998-08-19,SP,R,R,4.146118390624345,0.32185202690088277,0.3046746382670376
40931,30133,Brant Hurter,1998-09-06,RP,L,L,3.8298847244336054,0.28753817221364336,0.3189323966582869
35776,23793,Braxton Ashcraft,1999-10-05,SP/RP,L,R,3.975624674584332,0.32157706165535976,0.3056813574023993
23723,21844,Braxton Garrett,1997-08-05,RP,L,L,3.848188408686084,0.28455414070846,0.3182470982008458
33767,23920,Brayan Bello,1999-05-07,SP,R,R,4.201615175691678,0.3308545383027669,0.3158526008352133
35436,24609,Braydon Fisher,2000-07-26,RP,R,R,4.261390564991878,0.3188272805580668,0.3038407026823395
32599,22304,Brenan Hanifee,1998-05-29,RP,R,R,3.9512679675529743,0.32322906150686265,0.3091194013982136
31812,21574,Brendon Little,1996-08-11,RP,L,L,3.7943418078952367,0.28856844052358627,0.3186131100516216
21379,16835,Brennan Bernardino,1992-01-15,RP,L,L,4.095113813466039,0.2950081209932704,0.32654865280128414
38093,27702,Brent Headrick,1997-12-17,RP,L,L,4.048710246086121,0.2866258274406558,0.31993645575196944
23829,13942,Brent Suter,1989-08-29,RP,L,L,4.391666391588027,0.3172970297755928,0.32373664757859205
22894,17877,Brett Kennedy,1994-08-04,RP,R,R,4.692985609918833,0.3488417175954799,0.31948296628826534
,17369,Brett Martin,1995-04-28,,L,L,4.023002375662327,0.2890790737834592,0.3283671446829432
20985,17968,Brock Burke,1996-08-04,RP,L,L,3.990101362812904,0.29440919515274006,0.31498260057844063
23622,16727,Brock Stewart,1991-10-03,RP,L,R,3.477648676525463,0.3065773955140155,0.2736303802097239
32663,21189,Brooks Kriske,1994-02-03,RP,R,R,4.287288480252028,0.3229790275885401,0.3079201431515148
4970,10061,Brooks Raley,1988-06-29,RP,L,L,4.112254425787157,0.284410193669861,0.32664540409718984
26912,20370,Bruce Zimmermann,1995-02-09,SP/RP,L,L,4.659846775978804,,0.3415005380350604
22524,20367,Brusdar Graterol,1998-08-26,RP,R,R,3.565795806698177,0.31818080078391314,0.2857163685990915
20900,16609,Bryan Abreu,1997-04-22,RP,R,R,3.233965703319101,0.2974904767405201,0.26709387190965117
31488,19804,Bryan Baker,1994-12-02,RP,R,R,3.773729064729479,0.30523502793586327,0.29048216463662657
31719,19457,Bryan Garcia,1995-04-19,RP,R,R,5.398251988738775,0.3710178877698861,0.33975485210857
37809,26304,Bryan Hoeing,1996-10-19,RP,R,R,4.136483178287745,0.32623332320110937,0.3115747891554498
22701,19924,Bryan Hudson,1997-05-08,RP,L,L,3.966190774738789,0.2884462259736257,0.32058506275194487
37210,25890,Bryan King,1996-11-05,RP,R,L,3.7994207147342056,0.2776223968724774,0.3097002721461602
26346,20462,Bryan Sammons,1995-04-27,RP,L,L,4.685378313809633,0.3061936610504311,0.34094503783224434
5289,8110,Bryan Shaw,1987-11-08,RP,B,R,4.952315320074558,0.34750067811689384,0.33412250474750144
41042,30279,Bryan Woo,2000-01-30,SP,R,R,3.8138192909585253,0.3093965018541905,0.29402490185340285
38412,27779,Bryce Elder,1999-05-19,SP,R,R,4.409443127452194,0.33781561198213217,0.32246451297553774
40550,29837,Bryce Miller,1998-08-23,SP,R,R,4.495598755213481,0.33442753734263425,0.3182839373255155
32589,19990,Bryse Wilson,1997-12-20,SP/RP,R,R,5.033395388502977,0.3534222872981681,0.3278611481977318
40564,29868,Bubba Chandler,2002-09-14,SP/RP,B,R,4.330642643818395,0.3266720810390027,0.3104974608128161
18402,14814,Buck Farmer,1991-02-20,RP,L,R,4.8100410856306555,0.3438042663505104,0.3221523354281297
38334,27473,Cade Cavalli,1998-08-14,SP,R,R,4.029036253928255,0.32477004323213154,0.30999517248858044
42215,31815,Cade Gibson,1998-02-18,RP,L,L,4.322525564829508,0.3057982490383102,0.33761226965473606
42719,31872,Cade Horton,2001-08-20,SP,R,R,4.451824837560093,0.3327665715869332,0.3169001552334813
40771,30055,Cade Povich,2000-04-12,SP,L,L,3.8663588836605975,0.2752518214354266,0.31086334901040524
38754,27867,Cade Smith,1999-05-09,RP,R,R,2.9990980761391777,0.2797291530316143,0.266217612872021
42380,31508,Caden Dana,2003-12-17,SP,L,R,5.054785018622021,0.34927531214988977,0.3327777094594822
23629,19312,Cal Quantrill,1995-02-10,SP,L,R,4.891791794118654,0.34957935477091323,0.3318185024453855
21599,19349,Caleb Ferguson,1996-07-02,RP,R,L,3.7705188512802126,0.28898800039387934,0.3132291823659292
38006,26213,Caleb Kilian,1997-06-02,RP,R,R,4.389663072427114,0.32698021934142246,0.3122060601816176
19849,14875,Caleb Smith,1991-07-28,RP,R,L,5.1965012669563295,0.31588432798703636,0.34965591445271016
6225,10078,Caleb Thielbar,1987-01-31,RP,R,L,3.873905636325027,0.2745286545690944,0.31725861213888573
26384,20116,Calvin Faucher,1995-09-22,RP,R,R,4.066340529173613,0.3193139519967347,0.3047615772011061
20219,16061,Cam Booser,1992-05-04,RP,L,L,4.181471338442394,0.29261361390818563,0.3260500089588919
43589,32095,Cam Schlittler,2001-02-05,SP,R,R,4.095078522742856,0.3152852404859527,0.30029173215541927
32051,21992,Camilo Doval,1997-07-04,RP,R,R,3.4906201332807543,0.3000048550079102,0.2865323585954457
18275,13607,Carl Edwards,1991-09-03,SP/RP,R,R,4.159683228284121,0.3124970373135866,0.3166784230094883
1735,6632,Carlos Carrasco,1987-03-21,SP,R,R,4.843906388431788,0.3552046929848053,0.32709032041505687
23613,14542,Carlos Estevez,1992-12-28,RP,R,R,4.314639476629404,0.3304422878958253,0.30377326424393214
40951,30161,Carlos F. Rodriguez,2001-11-27,SP/RP,R,R,4.509849028812726,0.33245871318480597,0.3151150993212438
26521,22713,Carlos Hernandez,1997-03-11,RP,R,R,4.2131620665391285,0.320477400560945,0.30533636292935823
18359,16137,Carlos Rodon,1992-12-10,SP,L,L,4.036807368430046,0.2781467641822208,0.31672079384768287
38403,27572,Carmen Mlodzinski,1999-02-19,SP/RP,R,R,3.7962861275710935,0.31643230032373554,0.30032269240621484
18488,18311,Carson Fulmer,1993-12-13,SP/RP,R,R,4.42407341003418,0.3277062044889405,0.3186427363142176
40819,30084,Carson Seymour,1998-12-16,SP/RP,R,R,3.945147720972697,0.3304716141376882,0.3139814893627047
38612,27685,Carson Spiers,1997-11-11,SP/RP,R,R,4.815531496703625,0.3443008135444834,0.3268133959269671
42627,31676,Carson Whisenhunt,2000-10-20,SP,L,L,4.596619977272734,0.3020511015937416,0.33842687334029037
33616,20492,Casey Mize,1997-05-01,SP,R,R,4.105343521019791,0.32074591542284553,0.3052407804260546
2955,9013,Cesar Valdez,1985-03-17,RP,R,R,4.338433419167996,0.3379255705830636,0.3161542453870709
23643,15552,Chad Green,1991-05-24,RP,L,R,4.607678380608559,0.32937845378784086,0.32119115213605925
19400,14975,Chad Kuhl,1992-09-10,RP,R,R,4.7226390920579435,0.344062354796098,0.31984308427296826
40861,30113,Chad Patrick,1998-08-14,SP,R,R,4.594215588693824,0.3325529408449154,0.3162422210287854
1427,4676,Charlie Morton,1983-10-12,SP/RP,R,R,4.350901176035404,0.33138165452383084,0.3145964426608815
5943,6895,Chase Anderson,1987-11-30,RP,R,R,4.7993393883109094,0.327220297222792,0.33270507552354633
45706,35333,Chase Burns,2003-01-16,SP/RP,R,R,3.460918647482676,0.29651313222066716,0.2811910507117557
23706,15036,Chase De Jong,1993-12-29,RP,L,R,5.402544864267111,0.3507568792608672,0.3451671456166537
44512,33482,Chase Dollander,2001-10-26,SP,R,R,4.634677016681538,0.33368601428601896,0.3165689250866532
40879,30170,Chase Petty,2003-04-04,SP/RP,R,R,4.662725020908408,0.33569559997364057,0.3186264428194968
40821,30074,Chase Silseth,2000-05-18,SP/RP,R,R,4.051542399479793,0.3193860399127908,0.30463165030466166
14199,10855,Chasen Shreve,1990-07-12,RP,L,L,4.538753875344992,0.30342094293404365,0.3417207149810541
40556,29866,Chayce McDermott,1998-08-22,SP/RP,L,R,4.309381198883057,0.32276219849119997,0.3076547816692127
18398,12304,Chris Bassitt,1989-02-22,SP,R,R,4.130092106388171,0.3255695026200384,0.31017252154269753
23604,12763,Chris Devenski,1990-11-13,RP,R,R,4.486807242367003,0.3265390198320204,0.32144146054009143
23843,13896,Chris Flexen,1994-07-01,SP/RP,R,R,4.685804891213775,0.3354900090226656,0.3280259703332961
18455,11847,Chris Martin,1986-06-02,RP,R,R,3.3424653309362906,0.2982563898304557,0.28492322967021316
37770,26214,Chris Murphy,1998-06-05,SP/RP,L,L,4.126753866672516,0.292772521049349,0.324810527170405
22766,20099,Chris Paddack,1996-01-08,SP/RP,R,R,4.536297973330327,0.3269569989989583,0.3270206803672939
14393,10603,Chris Sale,1989-03-30,SP,L,L,3.0742516381363525,0.23674656936399258,0.2892063229942205
18172,13761,Chris Stratton,1990-08-22,RP,R,R,4.588313233852387,0.3336112053388944,0.32328726463245505
40870,30107,Christian Scott,1999-06-15,RP,R,R,3.797789641823285,0.3095535652844613,0.29321446028505005
23709,19614,Cionel Perez,1996-04-21,RP,L,L,4.10530984861809,0.29917986292235843,0.32680482584880294
33679,19899,Clarke Schmidt,1996-02-20,SP,R,R,3.8822448520264734,0.31413844116602035,0.2965548497630973
23790,13649,Clay Holmes,1993-03-27,SP,R,R,4.104730499053862,0.335145100432963,0.3066660082010359
38428,27494,Clayton Beeter,1998-10-09,RP,R,R,3.8620890904986673,0.31101400814029134,0.29648796811690686
2925,2036,Clayton Kershaw,1988-03-19,SP,L,L,4.172597096115351,,0.32251724401016735
38365,27597,Cody Bradford,1998-02-22,RP,L,L,4.28034240987666,0.28987956071331045,0.3273765643237526
35909,25388,Cody Morris,1996-11-04,RP,R,R,4.35734563022852,0.32794952504160096,0.31281681605570266
21961,17920,Cody Ponce,1994-04-25,RP,R,R,3.835888877070652,0.3167258082965273,0.3002774277049865
30855,18769,Cody Poteet,1994-07-30,RP,R,R,4.119559840112925,0.3221801448539877,0.30712270144957804
38351,27570,Cole Henry,1999-07-15,RP,R,R,4.932338130474091,0.34209410735476653,0.3262948080375534
30886,19244,Cole Irvin,1994-01-31,RP,L,L,4.924062129855156,0.32370720946397247,0.3491410435304677
23625,21846,Cole Ragans,1997-12-12,SP,L,L,3.165213447151634,0.2545037595122585,0.28676430483450305
35878,21461,Cole Sands,1997-07-17,RP,R,R,3.827244027221904,0.3106000316025983,0.2959376633625636
19629,15256,Cole Sulser,1990-03-12,RP,R,R,4.284324357765062,0.329204944979021,0.3093129654046912
33633,22113,Cole Winn,1999-11-25,RP,R,R,4.523440207375421,0.3323283846522606,0.31709914176386456
32710,22361,Colin Holderman,1995-10-08,RP,R,R,4.1080685150055665,0.32156987309713136,0.30691689583762044
30449,19403,Colin Poche,1994-01-17,RP,L,L,4.900946921110153,0.3225758073967098,0.33660419968512983
18524,12317,Colin Rea,1990-07-01,SP/RP,R,R,4.451956925576056,0.3304519755236778,0.3256920035762856
41883,31312,Colton Gordon,1998-12-20,SP/RP,L,L,4.022206112054678,0.28251402235077516,0.3158951909220897
44515,33666,Connelly Early,2002-04-03,SP/RP,L,L,3.6564802884268133,0.2698228995017266,0.3050698472300634
19347,16455,Conner Greene,1995-04-04,RP,R,R,4.360775851458311,0.3298163617816372,0.31425681293638025
,19199,Conner Menez,1995-05-29,,L,L,4.491859444230795,0.31121818386445593,0.33756935339306215
31492,21205,Connor Brogdon,1995-01-29,RP,R,R,4.395755598636774,0.3254830237761515,0.3099008619146193
37488,26171,Connor Gillispie,1997-11-10,SP/RP,R,R,5.552790344506502,0.3620244268534921,0.3448330736854765
21194,18376,Connor Overton,1993-07-24,RP,L,R,5.222992592304945,0.35947641305510314,0.34286957897544523
38343,27649,Connor Phillips,2001-05-04,RP,R,R,4.2584671284471245,0.3234147609763658,0.3083760383317823
31524,19695,Connor Seabold,1996-01-24,SP/RP,R,R,4.685158458352089,0.33456729327435286,0.31871428814954705
37367,25873,Connor Thomas,1998-05-29,RP,L,L,4.227777075767517,0.29941863890672527,0.33153346144603607
35875,24975,Cooper Criswell,1996-07-24,SP/RP,R,R,4.166576600617961,0.3270816697898131,0.31153395993567745
23813,19361,Corbin Burnes,1994-10-22,SP,R,R,3.7746120779890995,0.3193159103104453,0.29136823851593624
31944,19884,Corbin Martin,1995-12-28,RP,R,R,4.740608623623848,0.33629574687218766,0.3294022045711803
18296,15010,Corey Knebel,1991-11-26,RP,R,R,4.546655435860157,0.325529459913716,0.3261139272482738
27184,20277,Cory Abbott,1995-09-20,SP/RP,R,R,4.433647570014,0.3282313679748897,0.3125102107689718
5677,6655,Craig Kimbrel,1988-05-28,RP,R,R,4.085570694418514,0.31263792738154117,0.3032089186179532
44315,33248,Craig Yoho,1999-10-23,RP,R,R,4.104256832031977,0.31956149844247206,0.30504058978972826
22694,17606,Cristian Javier,1997-03-26,SP,R,R,4.903658141110293,0.3475590286245326,0.33058922497990406
38919,27974,Cristian Mena,2002-12-21,SP/RP,R,R,3.9801502068205106,0.30493325306003627,0.2906336336680665
20975,20778,Cristopher Sanchez,1996-12-12,SP,L,L,3.1259777195354124,0.26123968421152066,0.2916173153181699
23707,19206,Dakota Hudson,1994-09-15,SP/RP,R,R,5.052524794638157,0.3654768887823596,0.3358063372756784
4782,9434,Dallas Keuchel,1988-01-01,SP/RP,L,L,4.665570915490389,,0.3494679585363462
20455,16507,Dan Altavilla,1992-09-08,RP,R,R,4.426017961135278,0.3411329971591004,0.30736850087534273
23726,19409,Dane Dunning,1994-12-20,SP/RP,R,R,4.302152605406878,0.3305116825848686,0.313533380347417
31658,19805,Daniel Castano,1994-09-07,RP,L,L,4.283872701972723,0.30059857964012343,0.3335177953983709
27284,13293,Daniel Coulombe,1989-10-26,RP,L,L,3.953495049476624,0.28168249555490643,0.32912193707389104
33669,21537,Daniel Lynch,1996-11-17,RP,L,L,4.172366761353056,0.2947474597149722,0.32771021340061923
20991,16980,Daniel Mengden,1993-02-19,RP,R,R,4.755261079221964,0.3423134167922492,0.32849171248360315
38781,27914,Daniel Palencia,2000-02-05,RP,R,R,3.734403181787747,0.3058534257689911,0.2913619265608004
23545,21170,Dany Jimenez,1993-12-23,RP,R,R,4.918758091330528,0.3418023813594385,0.3259017895330504
37529,25928,Darius Vines,1998-04-30,RP,R,R,5.0412368260324,0.35038541678997764,0.33279415097483367
20683,19848,Darwinzon Hernandez,1996-12-17,RP,L,L,4.000832357257605,0.27700302157399664,0.33397153254781303
31478,19345,Daulton Jefferies,1995-08-02,RP,L,R,4.459888295084238,0.3348186658296958,0.31862733016360034
23367,21101,Dauri Moreta,1996-04-15,RP,R,R,4.034128853347567,0.31433370309772923,0.29934984885684623
31951,19569,David Bednar,1994-10-10,RP,L,R,3.310044919527494,0.27574017840244464,0.28950479524000844
40772,30056,David Festa,2000-03-08,SP,R,R,3.8920993841731875,0.31429755385394703,0.29738765080631563
42444,31616,David Morgan,1999-10-26,RP,R,R,4.235035536207002,0.3238430878890472,0.30902381699706577
31541,20302,David Peterson,1995-09-03,SP,L,L,4.0604575020639215,0.2927141089600409,0.32451652089089167
2499,8241,David Robertson,1985-04-09,RP,R,R,3.6826796613633634,0.29928833547546146,0.2902880437077441
38728,27582,Davis Daniel,1997-06-11,SP/RP,R,R,4.998823226243258,0.34778105001529624,0.33085418901805597
35675,21448,Davis Martin,1997-01-04,SP,L,R,4.516220047060375,0.33728969148179777,0.3216421184113336
34222,20271,Daysbel Hernandez,1996-09-15,RP,R,R,4.246051549189019,0.32289003532488003,0.3080793695106094
31819,19350,Dean Kremer,1996-01-07,SP,R,R,4.33432340522215,0.32967624622638764,0.3130457149195973
32067,20276,Deivi Garcia,1999-05-19,SP/RP,R,R,4.725105204433203,0.33845035744080826,0.322858489093505
18985,17878,Dennis Santana,1996-04-12,RP,R,R,3.991501697371988,0.3324160234813542,0.29482307544247927
28788,14509,Dereck Rodriguez,1992-06-05,RP,R,R,5.03988106623292,0.33880452683166123,0.3431961477162976
18311,13133,Derek Law,1990-09-14,RP,R,R,4.118590471148491,0.31967846023304325,0.31259426164671805
31548,19487,Devin Smeltzer,1995-09-07,RP,R,L,5.101346057653427,0.3286152176780564,0.34868758505784136
19268,15816,Devin Williams,1994-09-21,RP,R,R,3.268054236471653,0.2883395731089155,0.2757148124070515
